// Reference=MNI
// Kim, H.,2010. Negative correlations of: Parametric effect of taste pleasantness during anticipation [AND] Parametric effect of money amount during anticipation [AND] Parametric effect of taste pleasantness during receipt [AND] Parametric effect of money amount during receipt
// Subjects=18
33	9	27
27	33	6
-33	30	6
36	24	3
-39	12	3
-12	9	45
-57	15	12
-36	27	3
48	24	-6
48	18	42
12	33	42
12	-12	-6

// Philiastides, M.,2010. Negative correlations of: parametric effect of evidence strength (i.e., probability that correct answer will be chosen)
// Subjects=22
24	4	54
-26	-2	54
44	30	28
-44	26	26
46	14	30
-42	10	32
6	22	42
-6	18	44
34	24	-2
-32	24	-2
32	-56	48
-38	-46	44
34	-68	30
-28	-72	30
10	-10	10
-8	-14	12
10	12	4
-8	10	6

// Cloutier, J.,2008. Negative correlations of: Linear parametric effect of rated attractiveness
// Subjects=48
-36	-20	62
24	-51	-20
-6	-6	47
50	42	15
-48	-20	15
-30	-12	-2
-12	-18	-4
45	26	-14

// Erk, S.,2002. Negative correlations of: Sports cars > small cars
// Subjects=12
37	-16	14
-5	-91	-3

// Gräbenhorst, F.,2009. Negative correlations of: parametric effect of rated texture pleasantness [AND] parametric effect of rated flavor pleasantness
// Subjects=14
-16	0	4
-2	-8	12
32	46	22
24	6	42
44	0	-18
60	8	4
50	18	16
32	32	-18

// Knutson, B.,2003. Negative correlations of: Anticipation of no outcome versus Anticipation of potential loss
// Subjects=12
38	16	-5
13	-1	11
-16	-1	5
-7	0	7
6	38	35
-35	-9	63
1	-67	-20

// Delgado, M.,2003. Negative correlations of: 
// Subjects=18
38	-14	41
35	46	34
35	-9	39
62	-32	35
23	3	26
-12	0	26
56	44	21
-39	43	20

// Delgado, M.,2005. Negative correlations of: Receiving $1.50 > receiving $0.
// Subjects=12
59	11	9

// O'Doherty, J.,2002. Negative correlations of: Anticipation of Neutral versus Anticipation of Salt [AND] Receipt of Neutral versus Receipt of Salt
// Subjects=8
-38	46	-4
-10	-90	0
56	8	20
28	60	-12

// Plassmann, H.,2010. Negative correlations of: Cheap wine labeled with a high vs. low price [AND] Expensive wine at high vs. low price
// Subjects=20
57	18	3
57	12	24
54	12	45
57	16	3
-43	50	3
-1	-45	-12
-27	31	24
24	33	30
36	42	42
51	-27	6
14	-22	38
18	49	-9
-48	25	0
-51	-27	0
52	26	0
-9	3	43
38	-23	19
-60	-39	-3
33	-66	0

// Rolls, E.,2003. Negative correlations of: Neutral - Unpleasant [AND] Pleasant - Unpleasant
// Subjects=11
-36	27	-8
0	18	36
45	15	-9
26	28	-8

// Beaver, J.,2006. Negative correlations of: Group level activations for pictures rated as appetizing versus disgusting [AND] Group level activations for pictures rated as bland versus disgusting
// Subjects=12
36	26	-6
22	36	-14
20	0	-26
16	26	-14
12	12	-16
-38	-18	30
48	-20	42
50	-34	52
18	-18	-22
-18	-44	2
14	-40	4
-28	-60	36

// Blair, K.,2006. Negative correlations of: 2 rewarding choices versus 2 punishment choices [AND] 2 rewarding choices versus 2 punishment choices
// Subjects=21
5	22	45
54	29	42
40	22	-2
48	-53	56
-49	-83	-9
11	23	45
-54	-28	19
-40	-65	-10
-30	-52	41

// Knutson, B.,2001. Negative correlations of: Neutral versus Punishment Anticipation [AND] Small versus Large Punishment Anticipation
// Subjects=8
9	4	6
4	0	5
-5	1	9
10	6	6
3	0	6
1	11	35
1	-6	41
1	33	30
6	-67	-31

// Wrase, J.,2007. Negative correlations of: anticipatory cue: Neutral versus Loss
// Subjects=14
12	9	0
-12	12	0
-21	9	15
15	0	15
-15	0	15
15	-6	21
15	12	15
-21	18	21
-42	21	15
-45	6	24
36	24	9
-30	54	12
33	54	12
-27	27	14
33	-66	27
0	-6	6
9	-15	9
-27	-6	21

// Liu, X.,2007. Negative correlations of: Win versus Loss (when betting) [AND] Being right versus being wrong (betting and winning, not betting and avoid loosing versus the inverse)
// Subjects=15
52	34	12
-60	20	20
2	54	30
42	14	-18
-40	16	-14
0	-30	2
36	-94	16
-30	-50	-16
-60	2	-16
58	-28	-12
-54	-16	-14
-54	-34	-6
6	52	24
4	20	24
-2	26	-10
54	26	8
0	56	-8
54	14	-14
-36	10	-22
-24	-64	-6
40	-90	26
22	-48	-14
-50	-34	-8
50	-28	-6
64	-50	8
-40	-8	-10

// Ramnani, N.,2004. Negative correlations of: Reward > nonreward, if *reward* was predicted
// Subjects=6
-10	64	6
-68	-46	-2
-54	-4	-38
52	10	-40

// Remijnse, P.,2005. Negative correlations of: Baseline versus main effect of punishment [AND] Baseline versus main effect of punishment (final reversal error) [AND] Reward (vs its baseline) > Punishment (vs its baseline)
// Subjects=27
-18	42	-15
-33	54	-12
-27	24	-9
-24	-96	-15
-18	42	-15
-42	45	-18
-27	24	-6
-24	-96	-15
-42	45	-18

// Samanez-Larkin, G.,2007. Negative correlations of: Non-Loss vs Loss Anticipation (Younger Adults)
// Subjects=12
32	27	-11
0	25	38
23	21	-15
-36	20	4
-39	16	-9
45	17	-10
-13	9	0
13	7	2
9	-19	-7

// Ullsperger, M.,2003. Negative correlations of: Positive versus Negative (expt 1: Informative Feedback on 100% of trials) [AND] Positive versus Negative (expt 2: Non-Informative Feedback on 26.5% of trials)
// Subjects=16
8	24	33
1	19	53
-39	11	-8
46	9	-5
53	24	29
59	14	23
17	46	24
-36	-44	46
56	-48	35
4	-25	7
-4	-25	7
-11	-9	9
14	-8	12
11	-9	2
-14	-20	21
6	23	33
6	22	53
-39	17	-8
43	14	27
-4	-25	7
8	-25	7
17	-11	12
-12	-15	13
-1	-74	24

// Zalla, T.,2000. Negative correlations of: Blocks w/ only win or neutral trials: Blocks w/ 60-80% win VS. blocks with 20-40% wins. [AND] Blocks w/ only neutral or loss trials: Blocks w/ 20-40% losses VS. blocks with 60-80% losses.
// Subjects=10
27	0	-21
17	-6	-10
17	10	-12
27	0	-21
17	-6	-10
17	10	-12

// Pochon, J.,2002. Negative correlations of: n-back blocks with high reward versus no reward
// Subjects=6
-28	-26	-18
40	-3	16
-50	5	-31
-9	42	-17
49	-30	1
27	-29	-22
-18	48	-18
37	-54	27
-28	26	-13
1	10	-18
55	-3	-18
30	8	42
-12	43	-1
-21	23	38
14	52	32
-12	48	-15
7	45	-11
-50	5	-34
-28	41	-21
46	5	-38
39	3	-25

// Haase, L.,2011. Negative correlations of: Sucrose vs. water, EITHER males or females, EITHER hungry or satiated
// Subjects=21
6	-42	-15
32	-6	-23
26	-62	13
-23	-8	-21
32	-29	-16
-1	55	5

// Krebs, R.,2011. Negative correlations of: Main effect of reward (rewarded versus non-rewarded trials)
// Subjects=11
-44	-66	28
-16	40	44
-16	34	46
-2	58	26
24	-14	-18
20	-10	-22
-22	-12	-20
-18	-8	-18
-10	-56	26
-12	-60	16

// Gradin, V.,2011. Negative correlations of: Parametric effect of cue expected value
// Subjects=20
4	30	40
36	0	48
-20	12	62
34	50	10
-30	52	10
38	30	2
-32	28	-2
62	-40	46
-36	-52	48

// Cikara, M.,2011. Negative correlations of: control (other teams successes and losses) > Negative outcomes (rival team’s success, favored
team’s failure against rival)
// Subjects=18
0	8	36
1	0	58
41	10	-2

// Acevedo, B.,2011. Negative correlations of: Images of the Partner versus Images of the Highly-Familiar, Neutral Acquaintance
// Subjects=17
56	-66	32
-60	12	20
44	52	4
20	66	10
-54	4	-22
64	-46	-12
-46	-6	-8
-14	-62	-6
-6	-82	42

// Prevost, C.,2010. Negative correlations of: Parametric effect of reward subjective value (effort condition)
// Subjects=18
6	24	28
-30	22	10
30	26	8
-68	-36	24
58	-42	16
-2	-86	-10
14	-76	10

// Crowley, T.,2010. Negative correlations of: Following instructions (baseline) versus Losing (decision)
// Subjects=20
4	38	20
10	4	72
42	14	-10
36	14	-26
40	12	-4
-36	20	120
0	-30	-8
-6	-38	-14
-34	-60	-38

// Greening, S.,2011. Negative correlations of: Correct Response Feedback versus Error feedback
// Subjects=21
33	59	12
-33	57	13
44	19	46
-45	16	33
35	21	-4
-34	21	-2
2	29	45
-40	0	59
40	-61	50
-34	-63	46
5	-67	45
-9	-80	7
4	-74	10
10	-74	11
-27	-87	-19
-42	-68	-20
40	-69	-23
24	-98	-3
5	-89	2
30	-87	-13
10	-14	10
-9	-15	11

// Gianaros, P.,2011. Negative correlations of: Positive Feedback versus Negative Feedback [AND] Neutral versus Negative Feedback
// Subjects=76
16	-92	20
-56	-4	-18
-22	-42	-10
-10	-58	22
48	-18	0
-10	-78	-4
8	52	30
20	-78	-8
30	-28	-16
-8	4	58
-30	14	4
-10	-22	12
48	-52	40
30	-6	54
14	-58	48
-10	-60	52
-8	-84	-2
6	-26	-6

// Iyer, A.,2010. Negative correlations of: Reward versus Punishment
// Subjects=17
-27	-15	69
24	-24	72
33	-36	69

// Bjork, J.,2010. Negative correlations of: Anticipatory cues signaling no incentive versus potential losses (adults) [AND] Notification signaling no incentive versus loss (adults)
// Subjects=24
19	3	-1
-14	6	-10
9	-17	-1
-6	-14	-2
9	-23	-12
33	-14	48
-40	-16	67
12	13	39
7	41	31
33	-48	42
-32	-61	53
-5	-90	4
3	-71	-14
-1	29	20

// Barros-Loscertales, A.,2010. Negative correlations of: Neutral versus Aversive pictures
// Subjects=45
8	-60	4
-28	2	-18
28	-8	-14
30	-8	-16
-24	-18	-12
-2	-14	0
18	-10	18
42	16	24
-34	-4	50
-2	64	24
18	-10	52
-30	28	6
4	8	64
-30	-56	54
-2	-88	4
2	-86	2
-38	-58	-22
36	-52	-24

// Costa, V.,2010. Negative correlations of: Neutral Imagery versus Unpleasant Imagery
// Subjects=29
4	52	34
-40	26	-8
52	27	-11
-52	40	7
59	26	4
-61	4	7
-55	-6	-36
-65	-62	13
10	19	59
-36	-13	-5
-69	-50	34
70	-46	39
-7	-6	14
-31	-75	-22
33	81	-54

// Cooper, J.,2009. Negative correlations of: Uncertain - low-loss versus high-loss [AND] Uncertain - low-loss versus high-loss [AND] Uncertain - high-grain versus high-loss
// Subjects=12
12	10	44
-4	8	50
-6	-20	48
-16	6	4
-46	10	54
4	-34	42
-8	-24	-8
-42	44	0
-28	-70	56
-38	6	40
6	-72	44
-38	-62	56
6	-76	34
12	10	-4
-20	0	6
-10	42	12
-6	-4	60
-30	-68	52
-32	28	14
54	30	22
-54	16	26

// Christakou, A.,2009. Negative correlations of: Win versus loss
// Subjects=19
20	57	-5
21	-39	34
-37	-23	-10
40	22	4
25	-37	9
36	14	4
16	-55	-14
32	-4	25

// Trautmann, S.,2009. Negative correlations of: Neutral faces versus disgust ones (dynamic)
// Subjects=16
24	-83	-29
-53	-41	35
-50	-53	21
-40	-64	9
-51	-69	13
-42	-43	-15
55	-66	3
55	-68	-5
50	-79	9
67	-44	13
67	-43	28
46	-35	5
18	1	-20
28	7	-24
22	-5	-30
-10	44	25
-55	18	6
-57	17	-6
-59	22	12
6	15	62
0	5	61
-2	17	60
59	12	36
55	4	40
63	9	16
-24	4	-34
-20	-6	-13
20	-12	-13
0	-54	12
4	-12	-11

// Van Leijenhorst, L.,2010. Negative correlations of: reward versus no reward [X X X] > [X X Y]
// Subjects=15
-27	36	-12
-9	54	-18

// Fujiwara, J.,2009. Negative correlations of: Negative correlations with loss (loss outcomes only)
// Subjects=16
10	26	16
0	24	10
-18	-6	44
36	6	28
-28	22	8
-4	-12	30
-2	30	8
-8	-30	32
18	-32	56
50	24	4
46	30	-2
38	14	32
-34	16	-18
-46	20	4
-10	-10	-10
54	-20	-14
58	-34	-10
58	-42	20

// Schlagenhauf, F.,2009. Negative correlations of: Neutral trials versus loss anticipation
// Subjects=15
-24	-6	6
9	-24	12
27	-3	3
12	6	0
27	-63	12

// Levita, L.,2009. Negative correlations of: Pleasant sound versus unpleasant sound
// Subjects=20
5	17	-1
32	0	-23
3	-5	41
3	-20	43
-39	-11	8
-37	52	-37
26	49	-37

// Smith, B.,2009. Negative correlations of: Higher vs. lower gamble probability (same magnitude)
// Subjects=25
38	36	39

// Vrticka, P.,2008. Negative correlations of: Win vs Loss [AND] Smiling versus Angry faces (during win feedback) [AND] Smiling versus Angry faces (during loss feedback)
// Subjects=16
-3	-36	15
-63	-48	30
42	-3	-3
-48	-42	36
48	-39	0
-45	9	24
-12	-3	-15
-33	-33	-6
39	0	-18

// Kumar, P.,2008. Negative correlations of: Correlation with TD learning signal for water delivery (vs. no water)
// Subjects=18
2	54	6
15	42	-3
-4	-60	26
9	-46	31
-17	-46	-10

// Hooker, C.,2008. Negative correlations of: Neutral Object versus Fear Object
// Subjects=12
30	2	-16
26	-20	-20
-26	-24	-20
24	-2	62
-30	-38	64
-54	-26	44
-46	-68	6
44	-60	-18
-8	-50	22

// van den Bos, W.,2007. Negative correlations of: Positive Feedback > Negative Feedback
// Subjects=19
3	21	-14
3	21	30
42	5	6
2	-51	-21

// Cohen, M.,2008. Negative correlations of: reward versus loss
// Subjects=15
40	28	33
35	18	8
45	18	3
10	23	30
10	15	45
-5	3	-53
-40	15	8
-27	28	3
-7	10	43
-10	23	33

// Knutson, B.,2008. Negative correlations of: Non versus Loss anticipation [AND] Non versus Loss Outcome
// Subjects=12
21	64	-22
1	60	21
-20	56	-29
41	53	-12
42	44	17
1	30	48
29	21	-14
-35	17	-4
53	18	-2
-59	16	-8
13	17	-9
34	14	49
10	10	-1
-9	-1	13
2	-3	55
1	-9	10
-42	-10	56
-46	-38	54
50	-38	50
34	-41	63
30	-50	59
29	-62	52
13	-67	53
-23	-70	49
33	61	-5
-36	60	-12
-27	-4	-11
-27	-6	10
29	-10	-2
61	-10	1
2	-10	60
50	-15	39
-63	-23	12
50	-19	52
58	-22	10
66	-28	23
50	-28	28
-51	-40	-8
-39	-51	52
18	-57	69
-26	-62	65
6	-78	54

// Safron, A.,2007. Negative correlations of: Pereferred versus Nonpreferred stimuli
// Subjects=22
34	-30	63

// Remijnse, P.,2006. Negative correlations of: Basline trial versus all kinds of errors
// Subjects=27
33	54	-12
18	42	-15
30	24	-12
33	-93	-9
-33	-96	-12

// Tricomi, E.,2006. Negative correlations of: Correct versus Incorrect trials (learning task) [AND] Reward versus Punishment (card guessing task)
// Subjects=13
38	3	29
8	28	31
-49	-14	-2
-2	46	10
55	-17	15
-14	-95	0

// Rodriguez, P.,2006. Negative correlations of: correlation with a prediction error signal
// Subjects=15
-15	-45	-12
15	-72	18
45	-24	45

// Bjork, J.,2004. Negative correlations of: No loss versus loss anticipation [AND] No loss versus loss outcome
// Subjects=12
-4	57	-8
9	12	0
-4	-28	-6
27	6	-7
-23	0	0
8	49	-22
-1	49	-23
3	-50	27
57	-1	1

// Zhang, W.,2011. Negative correlations of: Placebo unpleasant versus control unpleasant
// Subjects=13
-15	0	-3
33	-16	23
30	-10	-17
-24	2	-10
15	-5	9
18	19	29
-6	-8	6
48	-5	22
-18	27	15
-9	17	46

// Chapin, H.,2010. Negative correlations of: Main effect of Expressive vs. Mechanical
// Subjects=21
63	-44	30

// Rao, H.,2008. Negative correlations of: win versus loss (active)
// Subjects=14
-32	18	-6
32	20	-2
4	22	52
-8	2	2
10	4	0

// Volz, K.,2005. Negative correlations of: Positive versus Negative Feedback
// Subjects=15
-3	31	29
-3	18	44
-42	15	-12
40	25	-13
-13	-11	3

// Colibazzi, T.,2010. Negative correlations of: Associations with valence ratings
// Subjects=10
1	24	39
41	54	-9
42	-72	22
46	46	16
31	-64	-10

// Carretie, L.,2009. Negative correlations of: Positive versus Negative [AND] Neutral versus Negative
// Subjects=18
-18	-2	24
16	4	18
14	-8	22
20	0	-24
-44	44	-12
-52	44	2
12	-82	-20
-56	-44	-10
-64	-58	42
-18	-2	24
16	4	18
14	-8	22
20	0	-24
-44	44	-12
-32	34	-18
-52	44	2
-8	-80	-14
22	-96	6
-56	-44	-10

// Koelsch, S.,2006. Negative correlations of: Pleasant versus Unpleasant
// Subjects=11
-29	-15	-18
-26	-27	-14
-39	12	-27
28	-15	-19
25	-28	-20
40	9	-31

// null, .,2003. Negative correlations of: Unpleasant vs tasteless
// Subjects=9
-39	6	-6
-54	9	9
-48	12	0
-45	18	-9
45	42	-6
39	27	-9
-48	36	-9
-24	51	0

// null, .,2009. Negative correlations of: Correlation with valence for pleasant pictures [AND] Correlation with valence for unpleasant pictures
// Subjects=17
42	17	25
-33	20	-2
42	26	4
-6	11	55
12	23	46
12	17	31
-33	8	37
-45	17	22
-9	8	10
-15	-7	22
12	5	19
-33	-79	10
-60	-37	1
3	-16	4
0	-22	-8
36	-46	-11
-27	-46	-14
63	-40	34

// null, .,2010. Negative correlations of: Correlation with BOTH attractiveness of faces and goodness of actions
// Subjects=20
34	-15	-6
-53	19	10
-60	-45	-4
53	-50	24

// null, .,2008. Negative correlations of: Correlation with subjective value (magnitude x probability) of chosen option.
// Subjects=20
47	-39	63
5	23	39
-15	-101	12

// Gilman, J.,2011. Negative correlations of: Safe versus Loss
// Subjects=20
13	37	26
34	26	0
-30	22	1
22	10	35
-2	-15	-12

// Tricomi, E.,2008. Negative correlations of: Correct versus Incorrect
// Subjects=11
-1	6	55
-24	45	25
11	53	43
-44	-18	57
-38	-55	43
50	-56	52
-42	-57	-26
16	-80	-24
-14	-11	17

// Petrovic, P.,2008. Negative correlations of: Zero versus Loss outcomes, placebo
// Subjects=13
16	38	14
-10	20	52
40	16	-8
-32	12	-12
-28	20	-10
-12	-83	6
-8	-94	12
-20	4	-18
20	10	0
25	12	-4
20	4	-14
-46	40	-6

// null, .,2008. Negative correlations of: expt 1: positive vs. zero cue [AND] expt 2: positive vs. zero cue [AND] expt 2: positive vs. neg cue [AND] expt 2: zero vs. neg cue
// Subjects=19
38	9	32
-24	38	-16
59	-39	43
-61	-5	32
-54	-65	23
68	-28	3
-41	-67	48
56	-40	33
56	-40	33
-50	25	-10
44	15	-23
-31	30	-10
-31	-25	-10
-50	25	-10
44	15	-23
-31	30	-10
-31	-25	-10
-3	0	74
-37	-5	62
-44	40	30
-47	5	27
-53	15	-10
3	-40	65
-41	-50	52
59	-10	30
-6	25	49
47	15	37
-6	-30	8
-12	10	2
13	-50	15
-44	-55	-23

// Rilling, J.,2008. Negative correlations of: Reciprocated versus Unreciprocated cooperation
// Subjects=30
38	13	-3
-33	15	-12
-16	-65	-1
14	-11	4
-11	-12	4
56	27	25

// Holroyd, C.,2004. Negative correlations of: Correct responses (+10 cents) versus error responses (-10 cents)
// Subjects=11
-7	41	22
41	21	3
63	-34	34
2	24	43
6	19	60
-4	0	68

// Aron, A.,2004. Negative correlations of: Positive versus Negative Feedback
// Subjects=15
3	-27	-21
-45	-6	45
0	30	48
